"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
65717;ACIDENTE;17/09/2016 11:45;-1,39E+11;-3,89E+11;MARAÚ;BA;BRASIL;SIRI;SIM;FINALIZADA;A-121/CENIPA/2016;SIM;27/10/2017;2;1;SIM;POUSO ANTES DA PISTA;POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA;USOS;PRJVF;***;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5670;5670;10;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÓCRATES MARIANI BITTENCOURT;BARRA GRANDE;POUSO;PRIVADA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-121/CENIPA/2016 - 01;27/10/2017;16/11/2017 00:00;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos de aeronaves equipadas com motores à reação sobre a necessidade de se consideradas as características de funcionamento e de resposta desses motores por ocasião do planejamento e execução das aproximações para pouso.;CUMPRIDA;ANAC
65745;ACIDENTE;26/09/2016 18:07;-2,54E+11;-4,92E+11;CURITIBA;PR;BRASIL;SBBI;;FINALIZADA;A-129/CENIPA/2016;SIM;22/06/2017;3;1;SIM;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRFLM;***;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;6;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;HERCÍLIO LUZ;BACACHERI;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;A-129/CENIPA/2016 - 01;22/06/2017;30/06/2017 00:00;Atuar junto ao operador da aeronave a fim de garantir que seja estabelecido um mecanismo efetivo para o controle de atualização das escriturações das cadernetas de manutenção das aeronaves daquela escola de aviação.;AGUARDANDO RESPOSTA;ANAC
65754;ACIDENTE;21/09/2016 14:15;-2,09E+11;-4,94E+11;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;****;SIM;FINALIZADA;A-124/CENIPA/2016;SIM;12/02/2021;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;N1001R;***;AVIÃO;AIR TRACTOR;AT-602;***;TURBOÉLICE;MONOMOTOR;5670;5670;1;2016;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;AGRÍCOLA;PROFESSOR URBANO ERNESTO STUMPF;MIRASSOL;DESCIDA;AGRÍCOLA;SUBSTANCIAL;0;OUTRO FATOR;OUTRO;***;OUTRO;A-124/CENIPA/2016 - 01;12/02/2021;27/02/2021 00:00;Atuar junto à autoridade da aviação civil norte-americana, Federal Aviation Administration (FAA), a fim de que a Air Tractor, Inc., antes de despachar suas aeronaves para voos de translado utilizando o hopper como tanque de combustível, certifique-se que o sistema auxiliar e temporário de combustível instalado esteja em conformidade com o Drawing 50280 e em perfeitas condições de limpeza e de uso, visando prevenir ocorrências aeronáuticas.;CUMPRIDA;ANAC
65771;ACIDENTE;23/09/2016 14:25;-2,52E+11;-5,01E+11;PONTA GROSSA;PR;BRASIL;SSZW;SIM;FINALIZADA;A-126/CENIPA/2016;SIM;22/06/2017;1;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPGPM;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;COMANDANTE ANTONIO AMILTON BERALDO;COMANDANTE ANTONIO AMILTON BERALDO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-126/CENIPA/2016 - 01;22/06/2017;30/06/2017 00:00;Realizar gestões junto ao Aeroclube de Ponta Grossa, de modo a assegurar-se de que sejam realizados treinamentos de CRM para os tripulantes do referido operador, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.;AGUARDANDO RESPOSTA;ANAC
65808;ACIDENTE;08/10/2016 12:18;-2,43E+11;-47.6;JUQUIÁ;SP;BRASIL;****;SIM;FINALIZADA;A-131/CENIPA/2016;SIM;10/05/2018;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTDJT;***;AVIÃO;PIPER AIRCRAFT;PA-25-260;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1969;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-131/CENIPA/2016-01;10/05/2018;22/05/2018 00:00;ATUAR JUNTO A AERO AGRíCOLA CAIçARA LTDA., A FIM DE VERIFICAR A ADEQUABILIDADE DO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL ADOTADO POR ESSE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AOS MéTODOS DE SUPERVISãO GERENCIAL E DE PLANEJAMENTO DOS VOOS UTILIZADOS PELA EMPRESA.;CUMPRIDA;ANAC
65810;ACIDENTE;11/10/2016 18:29;-2,99E+11;-5,63E+11;ALEGRETE;RS;BRASIL;****;SIM;FINALIZADA;A-132/CENIPA/2016;SIM;26/05/2017;1;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTAQS;***;AVIÃO;EMBRAER;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2014;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-132 /CENIPA/2016 - 01;26/05/2017;01/06/2017 00:00;Realizar   gestões   junto   ao   Operador   com   o   intuito   de   verificar   a   efetividade   dos mecanismos  de  Supervisão  Gerencial  das  atividades  aeroagrícolas,  particularmente  no que  diz  respeito  aos processos  de identificação  de  perigos  e  gerenciamento  dos  riscos das operações;AGUARDANDO RESPOSTA;ANAC
65813;ACIDENTE;12/10/2016 20:30;-12388888889;-6,05E+11;CARACARAÍ;RR;BRASIL;****;SIM;FINALIZADA;A-133/CENIPA/2016;SIM;17/05/2018;1;1;SIM;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTRVM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1985;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;ATLAS BRASIL CANTANHEDE;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-133/CENIPA/2016 - 01;17/05/2018;17/05/2018 00:00;Atuar junto à oficina de manutenção Hora, a fim de verificar a conformidade dos serviçosde manutenção realizados por aquela empresa, visando assegurar que a organizaçãoatenda continuamente aos requisitos estabelecidos e opere com os níveis adequados decompetência e segurança operacional requeridos para o desempenho da atividade para aqual tenha sido certificada.;AGUARDANDO RESPOSTA;ANAC
65981;INCIDENTE GRAVE;08/11/2016 16:15;-26264444;-49516389;RIO NEGRINHO;SC;BRASIL;****;SIM;FINALIZADA;IG-145/CENIPA/2016;SIM;29/01/2019;1;1;NÃO;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP;PPMHJ;***;HELICÓPTERO;PZL-SWIDNIK;PZL-SW4;PSW4;TURBOEIXO;MONOMOTOR;1800;1800;5;2011;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;DOLORES;DOLORES;CRUZEIRO;PRIVADA;LEVE;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-145/CENIPA/2016 - 01;29/01/2019;21/02/2019 00:00;ATUAR JUNTO à OFICINA AGUSTA WESTLAND DO BRASIL LTDA. (COM N° 0001-02/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO PZL-SW4, FABRICADAS PELA PZL-SWIDNIK, CONFORME PRECONIZADO PELOS REGULAMENTOS EM VIGOR, PELOS MANUAIS TéCNICOS DO FABRICANTE E PELA LISTA DE CAPACIDADES DA EMPRESA, A QUAL ACOMPANHA O CERTIFICADO DE ORGANIZAçãO DE MANUTENçãO.;CUMPRIDA;ANAC
65982;ACIDENTE;11/11/2016 13:00;-2,77E+11;-4,87E+11;SANTO AMARO DA IMPERATRIZ;SC;BRASIL;****;SIM;FINALIZADA;A-147/CENIPA/2016;SIM;22/04/2020;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTIBL;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1972;BRASIL;BRASIL;AVIÃO;PARTICULAR;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;DESCIDA;PRIVADA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-147/CENIPA/2016-01;22/04/2020;04/05/2020 00:00;Divulgar os ensinamentos colhidos na presente investigação sobre a correta utilização do sistema de aquecimento do motor proveniente do carburador, atentando para as condições climáticas,com ointuito de evitar apagamento demotordevido à formação de gelo.;CUMPRIDA;ANAC
66049;ACIDENTE;24/11/2016 10:10;-2,86E+11;-52.87;TAPERA;RS;BRASIL;****;SIM;FINALIZADA;A-152/CENIPA/2016;SIM;01/08/2017;2;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PRUAM;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1;1975;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;ESPUMOSO;ESPUMOSO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-152/CENIPA/2016-01;01/08/2017;01/08/2017 00:00;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, BUSCANDO ALERTAR PILOTOS E OPERADORES, SOBRETUDO OS QUE ATUAM NA AVIAçãO AGRíCOLA, SOBRE OS RISCOS DECORRENTES DA UTILIZAçãO DE COMBUSTíVEL NãO PREVISTO PELO FABRICANTE DA AERONAVE E/OU DO MOTOR.;CUMPRIDA;ANAC
66065;ACIDENTE;29/11/2016 18:40;-2,69E+11;-5,25E+11;LAJEADO GRANDE;SC;BRASIL;****;SIM;FINALIZADA;A-154/CENIPA/2016;SIM;01/08/2017;4;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PRJRL;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2008;BRASIL;BRASIL;HELICÓPTERO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;INFLUÊNCIA DO MEIO AMBIENTE;***;***;***;A - 154/CENIPA/2016  - 01;01/08/2017;01/08/2017 00:00;Divulgar os ensinamento colhidos na presente investigação, buscando enfatizar junto aos operadores heliagrícolas quanto  ao  risco  de  colisão  do  rotor  principal  quando  se  voa abaixo da rede elétrica.;AGUARDANDO RESPOSTA;ANAC
66076;INCIDENTE GRAVE;03/12/2016 10:25;-82336111111;-3,60E+11;CARUARU;PE;BRASIL;****;SIM;FINALIZADA;IG-156/CENIPA/2016;SIM;22/06/2017;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPRTO;***;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;MONOMOTOR;587;587;2;1946;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;OSCAR LARANJEIRAS;OSCAR LARANJEIRAS;MANOBRA;INSTRUÇÃO;NENHUM;0;;;;;IG-156/CENIPA/2016 - 01;22/06/2017;30/06/2017 00:00;Atuar junto ao operador, a fim de garantir que sejam utilizadas apenas hélices homologadas nas suas aeronaves.;AGUARDANDO RESPOSTA;ANAC
66078;ACIDENTE;04/12/2016 18:30;-2,39E+11;-4,69E+11;SÃO LOURENÇO DA SERRA;SP;BRASIL;****;SIM;FINALIZADA;A-157/CENIPA/2016;SIM;06/08/2019;2;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PRTUN;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2008;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;HBR;FORA DE AERODROMO;VOO A BAIXA ALTURA;PRIVADA;DESTRUÍDA;4;ANSIEDADE;ASPECTO MÉDICO;***;FATOR HUMANO;A-157/CENIPA/2016 - 01;06/08/2019;06/08/2019 00:00;ATUAR JUNTO à AGD AVIATION ESCOLA DE AVIAçãO CIVIL LTDA., A FIM DE VERIFICAR SE AQUELA ORGANIZAçãO ATENDE CONTINUAMENTE AOS REQUISITOS ESTABELECIDOS NA REGULAçãO EM VIGOR, SOBRETUDO O QUE é PREVISTO NO MMA 58-4 (MANUAL DO CURSO DE PILOTO PRIVADO – HELICóPTERO), E SE OPERA COM OS NíVEIS ADEQUADOS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS é CERTIFICADA.;CUMPRIDA;ANAC
66086;ACIDENTE;07/12/2016 11:50;-30722222222;-6,00E+11;MANAUS;AM;BRASIL;****;SIM;FINALIZADA;A-162/CENIPA/2016;SIM;07/11/2018;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTREI;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;P32R;PISTÃO;MONOMOTOR;1633;1633;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;FLORES;NOVO ARIPUANÃ;DECOLAGEM;PRIVADA;DESTRUÍDA;6;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-162/CENIPA/2017 - 01;07/11/2018;07/11/2018 00:00;ATUAR JUNTO à TIARTE COMéRCIO E MANUTENçãO, A FIM DE AVERIGUAR A CONFORMIDADE DAS AçõES DE MANUTENçãO REALIZADAS POR TAL ORGANIZAçãO, SOBRETUDO NO QUE DIZ RESPEITO AO CUMPRIMENTO DA DIRETRIZ DE AERONAVEGABILIDADE N° 97-10-07R1, DE 15JAN1998 (OU DE OUTRA QUE VENHA A SUBSTITUí-LA).;CUMPRIDA;ANAC
66090;INCIDENTE GRAVE;07/12/2016 19:10;-2,30E+11;-4,65E+11;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;SIM;FINALIZADA;A-163/CENIPA/2016;SIM;01/08/2017;1;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPGXB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1962;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-163/CENIPA/2014 - 01;01/08/2017;01/08/2017 00:00;Tendo em vista a grande reincidência de Ocorrências Aeronáuticas envolvendo o Aeroclube de Braganca Paulista, avaliar a efetividade das Recomendações de Segurança consideradas cumpridas por essa Agência, sobretudo no que diz respeito aos procedimentos de instrução daquele operador.;CUMPRIDA;ANAC
66093;ACIDENTE;09/12/2016 18:30;-59477777778;-5,66E+11;ITAITUBA;PA;BRASIL;SNYR;SIM;FINALIZADA;A-166/CENIPA/2016;SIM;25/06/2018;1;1;SIM;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PPPLE;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FAZENDA ÁGUA AZUL;POUSO;PRIVADA;SUBSTANCIAL;0;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO;A-166/CENIPA/2016 - 01;25/06/2018;25/06/2018 00:00;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre o aumento do risco de esquecimento da realização do cheque do trem de pouso decorrente da não utilização da lista de verificações (checklist) e do não cumprimento do manual de voo. Alertar também sobre a importância de se manter elevado o nível de atenção nas fases críticas do voo (decolagens e pousos), sobretudo quando operando aeronaves que estejam próximo aos limites de peso máximo de decolagem e de pouso.;CUMPRIDA;ANAC
66094;INCIDENTE GRAVE;10/12/2016 14:30;-27.66;-5,23E+11;ERECHIM;RS;BRASIL;****;SIM;FINALIZADA;IG-167/CENIPA/2016;SIM;10/05/2018;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTUAZ;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1985;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;ERECHIM;ERECHIM;ESPECIALIZADA;AGRÍCOLA;LEVE;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-167/CENIPA/2016 - 01;10/05/2018;10/05/2018 00:00;Atuar junto à Oficina de Manutenção de Aeronaves Ltda. (OMAER), a fim de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;CUMPRIDA;ANAC
66131;ACIDENTE;15/12/2016 18:40;-3,34E+11;-5,33E+11;SANTA VITÓRIA DO PALMAR;RS;BRASIL;****;SIM;FINALIZADA;A-169/CENIPA/2016;SIM;10/05/2018;3;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTWQR;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1905;1905;1;1974;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;A-169/CENIPA/2016 - 01;10/05/2018;10/05/2018 00:00;Atuar junto à PLA & SILVA AVIAÇÃO AGRIC. LTDA., a fim de enfatizar àquele operador a importância de se observar o constante nos Artigos 88, 88-N e 302(n) do Código Brasileiro de Aeronáutica como ferramenta de prevenção de ocorrências aeronáuticas.;CUMPRIDA;ANAC
66156;ACIDENTE;23/12/2016 17:30;-43416666667;-6,98E+11;TABATINGA;AM;BRASIL;****;SIM;FINALIZADA;A-172/CENIPA/2016;SIM;29/01/2019;2;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PTICU;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1971;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;TEFÉ;TABATINGA;APROXIMAÇÃO FINAL;TÁXI AÉREO;DESTRUÍDA;3;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-172/CENIPA/2016- 01;29/01/2019;29/01/2019 00:00;ATUAR JUNTO à PARINTINS MNT DE ANV COM E SERVIÇOS, A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIçOS DE MANUTENçãO REALIZADOS POR AQUELA EMPRESA, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS AO DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL ORGANIZAçãO é CERTIFICADA.;CUMPRIDA;ANAC
66192;ACIDENTE;27/12/2016 19:00;-1,39E+11;-38945;MARAÚ;BA;BRASIL;SIRI;SIM;FINALIZADA;A-173/CENIPA/2016;SIM;26/05/2017;1;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PTRFK;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;BARRA GRANDE;TERRAVISTA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-173/CENIPA/2016 - 01;26/05/2017;01/06/2017 00:00;Divulgar os ensinamentos advindos da presente investigação, no âmbito da aviação geral, buscando ressaltar a importância do planejamento de cada voo, notadamente no que se refere à fiel observância do peso máximo de decolagem de cada aeronave previsto pelo seu respectivo fabricante.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC
66203;ACIDENTE;03/01/2017 13:00;-3,05E+11;-50635;PALMARES DO SUL;RS;BRASIL;****;SIM;FINALIZADA;A-001/CENIPA/2017;SIM;27/10/2017;1;1;NÃO;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL;PTUTE;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2005;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;AGRÍCOLA;SUBSTANCIAL;0;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;A-001/CENIPA/2017 - 01;27/10/2017;27/10/2017 00:00;Realizar uma auditoria na empresa operadora da aeronave, a MOSTARDAS AV. AGRIC. E MANUTENÇÃO LTDA., a fim de verificar os mecanismos de controle dos registros de manutenção lançados nas cadernetas de célula, motor e hélice das aeronaves operadas e a sistemática utilizada pela organização para acompanhar e avaliar o desempenho de seus profissionais.;CUMPRIDA;ANAC
66204;ACIDENTE;31/12/2016 20:00;-297875;-5,67E+11;URUGUAIANA;RS;BRASIL;****;SIM;FINALIZADA;A-175/CENIPA/2016;SIM;01/08/2017;1;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPLJM;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1;1976;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;AGRÍCOLA;SUBSTANCIAL;0;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO;A-175/CENIPA/2016 - 01;01/08/2017;01/08/2017 00:00;Atuar junto ao operador visando assegurar-se da existência de processos organizacionais adequados de planejamento, controle e acompanhamento das atividades aéreas.;CUMPRIDA;ANAC
