"codigo-da-ocorrencia";"classificacao-da-ocorrencia";"data-e-hora-da-ocorrencia";"latitude-da-ocorrencia";"longitude-da-ocorrencia";"cidade-da-ocorrencia";"uf-da-ocorrencia";"pais-da-ocorrencia";"aerodromo-da-ocorrencia";"investigacao-da-aeronave-foi-liberada";"status-da-investigacao";"numero-do-relatorio-de-divulgacao";"relatorio-de-divulgacao-foi-publicado";"dia-da-divulgacao-da-publicacao";"total-de-recomendacoes";"total-de-aeronaves-envolvidas";"ocorrencia-na-saida-da-pista";"tipo-de-ocorrencia";"tipo-de-categoria-da-ocorrencia";"taxonomia-do-tipo-de-icao";"matricula-da-aeronave";"categoria-do-operador-de-aeronave";"tipo-de-aeronave";"fabricante-da-aeronave";"modelo-de-aeronave";"tipo-de-aeronave-icao";"aeronave-motor-tipo";"aeronave-motor-quantidade";"aeronave-pmd";"categoria-pmd-aeronave";"quantidade-de-assentos-na-aeronave";"ano-de-fabricacao-da-aeronave";"pais-fabricante-da-aeronave";"pais-de-registro-da-aeronave";"registro-da-categoria-da-aeronave";"registro-segmento-da-aeronave";"voo-de-origem-do-acidente";"voo-destino-do-acidente";"fase-de-operacao-da-aeronave";"tipo-de-operacao-da-aeronave";"nivel-de-dano-da-aeronave";"total-de-fatalidades-no-acidente";"fator-do-acidente";"aspecto-do-fator-da-ocorrencia";"fator-condicionante";"area-do-fator";"numero-da-recomendacao";"dia-da-assinatura-de-recomendacao";"dia-do-encaminhamento-da-recomendacao";"conteudo-da-recomendacao";"status-da-recomendacao";"orgao-de-recomendacao"
46575;INCIDENTE;29/10/2012 02:45;***;***;RECIFE;PE;BRASIL;SBRF;***;FINALIZADA;A DEFINIR;NÃO;;0;1;NÃO;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP;PRWJD;REGULAR;AVIÃO;BOEING COMPANY;737-3Y0;B733;JATO;BIMOTOR;62282;62282;156;1988;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0;;;;;;;;;;
46576;INCIDENTE GRAVE;28/10/2012 17:30;-1,95E+11;-4,25E+11;IPATINGA;MG;BRASIL;SBIP;***;ATIVA;IG-592/CENIPA/2016;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRTTK;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1996;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPORTO DE IPATINGA - MG;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DECOLAGEM;REGULAR;NENHUM;0;;;;;;;;;;
46577;INCIDENTE;22/10/2012 18:38;;;CAMETÁ;PA;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTKHC;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;172M;C172;PISTÃO;MONOMOTOR;1043;1043;4;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;
46581;ACIDENTE;18/10/2012 21:00;***;***;CAMPINA GRANDE DO SUL;PR;BRASIL;****;***;;;NÃO;;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPZBI;EXPERIMENTAL;ULTRALEVE;***;EAGLE II;ULAC;PISTÃO;MONOMOTOR;525;525;2;1987;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;2;;;;;;;;;;
46586;ACIDENTE;16/11/2012 11:50;-1,45E+11;-4,92E+11;URUAÇU;GO;BRASIL;****;***;FINALIZADA;ENCERRADA NO RAI;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTGGB;AGRÍCOLA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1975;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;URUAÇU;POUSO;AGRÍCOLA;SUBSTANCIAL;0;;;;;;;;;;
46587;ACIDENTE;19/11/2012 15:45;-2,05E+11;-5,47E+11;CAMPO GRANDE;MS;BRASIL;SBCG;SIM;ATIVA;A-514/CENIPA/2021;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTWFO;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1980;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;SÃO PEDRO;CAMPO GRANDE;CORRIDA APÓS POUSO;POLICIAL;SUBSTANCIAL;0;;;;;;;;;;
46588;ACIDENTE;03/11/2012 14:00;***;***;BALNEÁRIO CAMBORIÚ;SC;BRASIL;****;***;;;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PPZOE;EXPERIMENTAL;AVIÃO;JULIO CESAR MANDELLI;EXCEL;ZZZZ;PISTÃO;MONOMOTOR;970;970;3;2010;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;EXPERIMENTAL;DESTRUÍDA;2;;;;;;;;;;
46589;ACIDENTE;02/11/2012 14:30;***;***;RECIFE;PE;BRASIL;SNEM;***;;;NÃO;;0;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PUIRB;EXPERIMENTAL;ULTRALEVE;***;RV-9A;ULAC;PISTÃO;MONOMOTOR;750;750;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;1;;;;;;;;;;
46592;ACIDENTE;07/11/2012 18:00;-1,27E+11;-5,24E+11;QUERÊNCIA;MT;BRASIL;SNGV;SIM;FINALIZADA;A-148/CENIPA/2013;SIM;27/11/2013;0;1;SIM;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE;PTWIS;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1980;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0;;;;;;;;;;
46593;ACIDENTE;23/11/2012 21:00;***;***;AMERICANA;SP;BRASIL;SDAI;***;;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTZRC;EXPERIMENTAL;AVIÃO;***;COMP AIR CA-7;ZZZZ;PISTÃO;MONOMOTOR;1885;1885;2;2007;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0;;;;;;;;;;
46594;INCIDENTE GRAVE;13/10/2012 21:05;***;***;POÇOS DE CALDAS;MG;BRASIL;SBPC;SIM;FINALIZADA;IG-145/CENIPA/2013;SIM;21/10/2013;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PPKBO;***;AVIÃO;XAVANTE;A-122-B;A122;PISTÃO;MONOMOTOR;840;840;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;EMBAIXADOR WALTHER MOREIRA SALLES;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0;;;;;;;;;;
46597;INCIDENTE;01/11/2012 16:20;;;MARABÁ;PA;BRASIL;SBMA;***;FINALIZADA;***;NÃO;;0;1;NÃO;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PTKOZ;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;
46598;INCIDENTE;13/11/2012 12:00;;;PELOTAS;RS;BRASIL;SBPK;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPGCN;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1991;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;
46599;INCIDENTE;19/11/2012 16:57;;;AGUDOS;SP;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PTNTY;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4;1979;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;NENHUM;0;;;;;;;;;;
46600;INCIDENTE;20/11/2012 15:40;;;SÃO PAULO;SP;BRASIL;SBMT;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPCIC;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;;;;;;;;;;
46601;INCIDENTE;28/11/2012 07:15;;;CAMPINAS;SP;BRASIL;SBKP;***;FINALIZADA;***;NÃO;;0;1;NÃO;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC;N471EV;***;AVIÃO;BOEING COMPANY;747-273C;B742;JATO;QUADRIMOTOR;351534;351534;0;1973;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;LEVE;0;;;;;;;;;;
46602;INCIDENTE;23/11/2012 20:55;;;PINHEIRO;MA;BRASIL;SNYE;***;FINALIZADA;***;NÃO;;0;1;NÃO;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PTRPG;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;MONOMOTOR;1315;1315;4;1985;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0;;;;;;;;;;
46603;INCIDENTE;24/11/2012 12:33;;;SÃO PAULO;SP;BRASIL;SBMT;***;FINALIZADA;***;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PTVKZ;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1989;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0;;;;;;;;;;
46604;INCIDENTE;01/11/2012 18:00;;;BRASÍLIA;DF;BRASIL;SBBR;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTRSP;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1982;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
46605;INCIDENTE;17/11/2012 11:30;;;CAMPO GRANDE;MS;BRASIL;SBCG;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRJPM;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-46R-350T;PA46;PISTÃO;MONOMOTOR;1969;1969;6;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;;;;;;;;;;
46606;INCIDENTE;19/11/2012 18:05;;;VÁRZEA GRANDE;MT;BRASIL;SBCY;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRPDD;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22000;22000;73;1998;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0;;;;;;;;;;
46612;ACIDENTE;23/11/2012 14:47;***;***;CAMPINA GRANDE;PB;BRASIL;****;***;;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PUATM;EXPERIMENTAL;ULTRALEVE;***;FASCINATION D4;ULAC;PISTÃO;MONOMOTOR;395;395;2;2001;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;EXPERIMENTAL;LEVE;0;;;;;;;;;;
46613;INCIDENTE;15/10/2012 17:42;;;SÃO PAULO;SP;BRASIL;SBMT;***;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PREXP;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4717;4717;7;2002;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0;;;;;;;;;;
46614;INCIDENTE;18/11/2012 22:41;;;BRASÍLIA;DF;BRASIL;SBBR;***;FINALIZADA;***;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PRAYV;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0;;;;;;;;;;
46615;INCIDENTE;22/11/2012 09:50;;;SÃO LUÍS;MA;BRASIL;SBSL;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPGEZ;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0;;;;;;;;;;
46616;INCIDENTE;20/11/2012 10:34;;;VITÓRIA;ES;BRASIL;SBVT;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTVOJ;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1991;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0;;;;;;;;;;
46617;INCIDENTE;23/11/2012 20:00;;;SÃO PAULO;SP;BRASIL;SBMT;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PPMRA;PARTICULAR;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2000;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0;;;;;;;;;;
46618;INCIDENTE;21/11/2012 18:31;;;BRASÍLIA;DF;BRASIL;SBBR;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPPLE;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0;;;;;;;;;;
46624;INCIDENTE;27/10/2012 12:00;;;GOIÂNIA;GO;BRASIL;SBGO;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PROTG;PARTICULAR;AVIÃO;HAWKER BEECHCRAFT;B300;B350;TURBOÉLICE;BIMOTOR;6804;6804;11;2006;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;NENHUM;0;;;;;;;;;;
46625;INCIDENTE;21/10/2012 16:40;;;PALMAS;TO;BRASIL;SBPJ;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTYZD;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;BELL HELICOPTER;407;B407;TURBOEIXO;MONOMOTOR;2268;2268;7;1999;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;NENHUM;0;;;;;;;;;;
46626;INCIDENTE;29/11/2012 19:32;***;***;ITAJUBÁ;MG;BRASIL;SNHH;***;FINALIZADA;I-513/CENIPA/2017;NÃO;;0;1;NÃO;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR;SCF-PP;PTXXX1;***;HELICÓPTERO;HELIBRAS;***;***;TURBOEIXO;***;0;0;;0;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;
46627;INCIDENTE;29/11/2012 17:25;;;BELO HORIZONTE;MG;BRASIL;SBBH;***;FINALIZADA;***;NÃO;;0;1;NÃO;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC;PTYVA;INSTRUÇÃO;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;MONOMOTOR;590;590;2;1989;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0;;;;;;;;;;
46628;INCIDENTE;26/11/2012 15:05;;;GOIÂNIA;GO;BRASIL;SBGO;***;FINALIZADA;***;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTRVH;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1984;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0;;;;;;;;;;
46629;INCIDENTE;21/11/2012 12:00;;;ALIANÇA DO TOCANTINS;TO;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTOSN;PARTICULAR;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;1990;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;PRIVADA;LEVE;0;;;;;;;;;;
46633;ACIDENTE;15/11/2012 12:40;***;***;ABADIA DE GOIÁS;GO;BRASIL;****;***;;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPZGV;EXPERIMENTAL;AVIÃO;IVAN MOLCHAN;GV-2;ZZZZ;PISTÃO;MONOMOTOR;430;430;2;1985;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;0;;;;;;;;;;
46638;INCIDENTE;02/12/2012 15:00;;;MANAUS;AM;BRASIL;SBEG;SIM;FINALIZADA;***;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRTBL;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;9;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0;;;;;;;;;;
46639;INCIDENTE;27/10/2012 22:00;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;***;FINALIZADA;***;NÃO;;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PPWIN;PARTICULAR;AVIÃO;LEARJET;60;LJ60;JATO;BIMOTOR;10660;10660;10;1999;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0;;;;;;;;;;
46640;INCIDENTE;01/12/2012 04:00;;;PALMAS;TO;BRASIL;SBPJ;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PPPJU;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;BIMOTOR;50300;50300;113;2012;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
46647;INCIDENTE;23/10/2012 10:01;;;PORTO ALEGRE;RS;BRASIL;SBPA;***;FINALIZADA;***;NÃO;;0;1;NÃO;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP;PRAZF;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0;;;;;;;;;;
46648;INCIDENTE;20/10/2012 11:12;;;FLORIANÓPOLIS;SC;BRASIL;SBFL;***;FINALIZADA;***;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRAYS;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
46649;INCIDENTE;20/10/2012 22:43;;;CAMPINAS;SP;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAZE;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
46650;INCIDENTE;17/10/2012 11:35;;;CAMPINAS;SP;BRASIL;SBKP;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAZA;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;TURBOEIXO;BIMOTOR;51800;51800;112;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0;;;;;;;;;;
46651;INCIDENTE;12/11/2012 18:50;;;CURITIBA;PR;BRASIL;****;***;FINALIZADA;***;NÃO;;0;1;NÃO;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP;PRAZA;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;TURBOEIXO;BIMOTOR;51800;51800;112;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;
46652;INCIDENTE;19/09/2012 23:50;;;VÁRZEA GRANDE;MT;BRASIL;SBCY;***;FINALIZADA;***;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAYR;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0;;;;;;;;;;
